email,label
FREE iPhone 13 Max! You are the 1978th visitor. Claim your prize now.,spam
Congratulations! You qualify for a $25000 government grant. Apply now.,spam
INCREASE YOUR INCOME BY $5000 MONTHLY WITH OUR PROVEN SYSTEM.,spam
Make $500 from home every day! No experience needed. 100% guaranteed.,spam
Congratulations! You've won a $5000 prize. Click here to claim now!,spam
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
I've shared the Q4 Review presentation with you on Google Drive.,ham
"Hi John, can we reschedule our call to Friday at 9:00 AM?",ham
Just a heads up that I'll be out of office from Monday to Monday.,ham
Meet Lisa who makes $50000/day trading crypto. Learn his secret!,spam
Could you please review the presentation before our Wednesday meeting?,ham
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
Can you send me the latest version of the spreadsheet? Thanks.,ham
"Hi Michael, just wanted to follow up on our meeting scheduled for Tuesday.",ham
Your package has been shipped. Expected delivery: Thursday. Track at secure-login.xyz,ham
Congratulations! You've won a $5000 prize. Click here to claim now!,spam
FINAL NOTICE: You owe $50000. Pay now to avoid legal action.,spam
Your computer has 5627 viruses! Download our free scanner immediately.,spam
The team lunch is on Monday at 2:00 PM. Hope to see everyone there!,ham
FREE OFFER! GET GIFT CARD ABSOLUTELY FREE. LIMITED TIME OFFER. ACT NOW!,spam
Thanks for your email. I'll review the presentation and get back to you by Tuesday.,ham
CONGRATULATIONS! YOU'VE WON A $500 PRIZE. CLICK HERE TO CLAIM NOW!,spam
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
Please find attached the report for Website Redesign. Let me know your thoughts.,ham
"Hi John, just wanted to follow up on our meeting scheduled for Wednesday.",ham
Your appointment is confirmed for Monday at 3:30 PM with Dr. David.,ham
FREE offer! Get gift card absolutely free. Limited time offer. Act now!,spam
FREE OFFER! GET VACATION PACKAGE ABSOLUTELY FREE. LIMITED TIME OFFER. ACT NOW!,spam
The Budget Analysis is on track. We completed 353% of the milestones this week.,ham
Could you please review the contract before our Thursday meeting?,ham
The Budget Analysis is on track. We completed 235% of the milestones this week.,ham
HOT SINGLES IN YOUR AREA ARE WAITING. CLICK HERE TO MEET THEM TONIGHT!,spam
"Hi David, just wanted to follow up on our meeting scheduled for Monday.",ham
The Website Redesign is on track. We completed 189% of the milestones this week.,ham
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
Can you send me the latest version of the presentation? Thanks.,ham
"Hi, I'm reaching out regarding the Designer position at our company.",ham
The monthly newsletter is ready. Read about updates to gift card and more.,ham
FREE iPhone 13 Max! You are the 5667th visitor. Claim your prize now.,spam
"Hi, I'm reaching out regarding the Product Manager position at our company.",ham
"Hi Michael, can we reschedule our call to Monday at 3:30 PM?",ham
The quarterly results are in. Please check the attached contract for details.,ham
Quick reminder: the Website Redesign deadline is next Monday. Please submit your work.,ham
Reminder: Your subscription renews on Wednesday. No action needed if you wish to continue.,ham
FREE iPhone 16! You are the 439th visitor. Claim your prize now.,spam
Work from home and earn $1000/week. No skills needed. Start today!,spam
"Hi Michael, can we reschedule our call to Monday at 4:00 PM?",ham
Your appointment is confirmed for Monday at 9:00 AM with Dr. David.,ham
ALERT: UNUSUAL LOGIN DETECTED. CLICK SECURE-LOGIN.XYZ TO SECURE YOUR ACCOUNT NOW.,spam
"Hi David, can we reschedule our call to Thursday at 10:30 AM?",ham
Thanks for your email. I'll review the proposal and get back to you by Thursday.,ham
The Budget Analysis is on track. We completed 143% of the milestones this week.,ham
"Hi Michael, can we reschedule our call to Wednesday at 2:00 PM?",ham
I've shared the Website Redesign presentation with you on Google Drive.,ham
Your package has been shipped. Expected delivery: Tuesday. Track at claim-prize.co,ham
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
FREE IPHONE 13 MAX! YOU ARE THE 4065TH VISITOR. CLAIM YOUR PRIZE NOW.,spam
"Hi Emma, your order #7912 has been processed successfully.",ham
Your package has been shipped. Expected delivery: Tuesday. Track at claim-prize.co,ham
"DEAR WINNER, YOUR EMAIL HAS WON THE EURO MILLIONS LOTTERY. SEND DETAILS TO CLAIM.",spam
Work from home and earn $1000/week. No skills needed. Start today!,spam
Meet Emma who makes $1000/day trading crypto. Learn his secret!,spam
Can you send me the latest version of the report? Thanks.,ham
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
MAKE $1000 FROM HOME EVERY DAY! NO EXPERIENCE NEEDED. 100% GUARANTEED.,spam
Congratulations! You've won a $1000 prize. Click here to claim now!,spam
YOUR COMPUTER HAS 8656 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Meeting notes from Friday: Q4 Review discussed. Next steps assigned to Sarah.,ham
Exclusive deal for you: car at $10000. Order before midnight!,spam
"Hi Lisa, just wanted to follow up on our meeting scheduled for Friday.",ham
Reminder: Your subscription renews on Friday. No action needed if you wish to continue.,ham
"Hi, I'm reaching out regarding the Software Engineer position at our company.",ham
EXCLUSIVE DEAL FOR YOU: CAR AT $5000. ORDER BEFORE MIDNIGHT!,spam
Work from home and earn $5000/week. No skills needed. Start today!,spam
FINAL NOTICE: YOU OWE $5000. PAY NOW TO AVOID LEGAL ACTION.,spam
Make $25000 from home every day! No experience needed. 100% guaranteed.,spam
The quarterly results are in. Please check the attached presentation for details.,ham
Congratulations! You qualify for a $25000 government grant. Apply now.,spam
"Hi John, your order #6428 has been processed successfully.",ham
"Hi Lisa, your order #7628 has been processed successfully.",ham
The Website Redesign is on track. We completed 33% of the milestones this week.,ham
Increase your income by $10000 monthly with our proven system.,spam
EXCLUSIVE DEAL FOR YOU: IPHONE AT $25000. ORDER BEFORE MIDNIGHT!,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
Hot singles in your area are waiting. Click here to meet them tonight!,spam
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
I've shared the Q4 Review presentation with you on Google Drive.,ham
ALERT: Unusual login detected. Click claim-prize.co to secure your account NOW.,spam
Exclusive deal for you: vacation package at $25000. Order before midnight!,spam
The quarterly results are in. Please check the attached presentation for details.,ham
The quarterly results are in. Please check the attached report for details.,ham
Could you please review the proposal before our Tuesday meeting?,ham
FREE IPHONE 14! YOU ARE THE 817TH VISITOR. CLAIM YOUR PRIZE NOW.,spam
Quick reminder: the Q4 Review deadline is next Wednesday. Please submit your work.,ham
Just a heads up that I'll be out of office from Tuesday to Tuesday.,ham
Could you please review the presentation before our Wednesday meeting?,ham
Your appointment is confirmed for Thursday at 9:00 AM with Dr. Michael.,ham
Lose 15 lbs in 14 days! Miracle pill doctors don't want you to know.,spam
"Hi Emma, just wanted to follow up on our meeting scheduled for Tuesday.",ham
FREE iPhone 13 Max! You are the 5403th visitor. Claim your prize now.,spam
The monthly newsletter is ready. Read about updates to iPhone and more.,ham
Your PayPal account is limited. Confirm your identity at verify-now.net immediately.,spam
You have been selected for a special Bank of America reward. Claim your $5000 today.,spam
Could you please review the proposal before our Monday meeting?,ham
"Dear winner, your email has won the Mega Millions lottery. Send details to claim.",spam
"Happy birthday, Emma! Hope you have a wonderful day.",ham
"Hi Lisa, just wanted to follow up on our meeting scheduled for Monday.",ham
"Hi, I'm reaching out regarding the Designer position at our company.",ham
I've shared the Website Redesign presentation with you on Google Drive.,ham
The monthly newsletter is ready. Read about updates to vacation package and more.,ham
"Hi Michael, can we reschedule our call to Tuesday at 9:00 AM?",ham
Buy gift card at 90% discount! Today only. Order now for free shipping!,spam
Thanks for your email. I'll review the proposal and get back to you by Wednesday.,ham
I've shared the Marketing Campaign presentation with you on Google Drive.,ham
Reminder: Your subscription renews on Thursday. No action needed if you wish to continue.,ham
CONGRATULATIONS! YOU'VE WON A $25000 PRIZE. CLICK HERE TO CLAIM NOW!,spam
The team lunch is on Wednesday at 9:00 AM. Hope to see everyone there!,ham
"Hi John, your order #2567 has been processed successfully.",ham
The quarterly results are in. Please check the attached proposal for details.,ham
Make $500 from home every day! No experience needed. 100% guaranteed.,spam
FINAL NOTICE: You owe $10000. Pay now to avoid legal action.,spam
Can you send me the latest version of the proposal? Thanks.,ham
"Hi Lisa, just wanted to follow up on our meeting scheduled for Wednesday.",ham
Increase your income by $10000 monthly with our proven system.,spam
MAKE $500 FROM HOME EVERY DAY! NO EXPERIENCE NEEDED. 100% GUARANTEED.,spam
Your appointment is confirmed for Wednesday at 3:30 PM with Dr. John.,ham
I've shared the Website Redesign presentation with you on Google Drive.,ham
Your package has been shipped. Expected delivery: Tuesday. Track at claim-prize.co,ham
The monthly newsletter is ready. Read about updates to vacation package and more.,ham
Congratulations! You qualify for a $50000 government grant. Apply now.,spam
MAKE $500 FROM HOME EVERY DAY! NO EXPERIENCE NEEDED. 100% GUARANTEED.,spam
"Happy birthday, Michael! Hope you have a wonderful day.",ham
URGENT: Your account will be suspended. Verify immediately at claim-prize.co,spam
Just a heads up that I'll be out of office from Wednesday to Wednesday.,ham
"Hi Lisa, can we reschedule our call to Wednesday at 3:30 PM?",ham
Your PayPal account is limited. Confirm your identity at claim-prize.co immediately.,spam
Quick reminder: the Q4 Review deadline is next Wednesday. Please submit your work.,ham
You have been selected for a special Bank of America reward. Claim your $25000 today.,spam
FREE iPhone 16! You are the 5213th visitor. Claim your prize now.,spam
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
ALERT: UNUSUAL LOGIN DETECTED. CLICK CLAIM-PRIZE.CO TO SECURE YOUR ACCOUNT NOW.,spam
Exclusive deal for you: vacation package at $25000. Order before midnight!,spam
Meet Michael who makes $10000/day trading crypto. Learn his secret!,spam
The Website Redesign is on track. We completed 346% of the milestones this week.,ham
Meet David who makes $25000/day trading crypto. Learn his secret!,spam
The Website Redesign is on track. We completed 240% of the milestones this week.,ham
YOUR COMPUTER HAS 8315 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Reminder: Your subscription renews on Monday. No action needed if you wish to continue.,ham
FINAL NOTICE: You owe $25000. Pay now to avoid legal action.,spam
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
Exclusive deal for you: laptop at $10000. Order before midnight!,spam
Exclusive deal for you: car at $5000. Order before midnight!,spam
The team lunch is on Friday at 10:30 AM. Hope to see everyone there!,ham
Meeting notes from Monday: Website Redesign discussed. Next steps assigned to Emma.,ham
Just a heads up that I'll be out of office from Thursday to Thursday.,ham
LOSE 23 LBS IN 14 DAYS! MIRACLE PILL DOCTORS DON'T WANT YOU TO KNOW.,spam
Can you send me the latest version of the proposal? Thanks.,ham
"Hi Emma, your order #9558 has been processed successfully.",ham
Congratulations! You qualify for a $1000 government grant. Apply now.,spam
Reminder: Your subscription renews on Wednesday. No action needed if you wish to continue.,ham
Can you send me the latest version of the spreadsheet? Thanks.,ham
Please find attached the report for Marketing Campaign. Let me know your thoughts.,ham
Just a heads up that I'll be out of office from Wednesday to Wednesday.,ham
The monthly newsletter is ready. Read about updates to laptop and more.,ham
Please find attached the report for Budget Analysis. Let me know your thoughts.,ham
Your package has been shipped. Expected delivery: Monday. Track at secure-login.xyz,ham
Can you send me the latest version of the contract? Thanks.,ham
I've shared the Marketing Campaign presentation with you on Google Drive.,ham
Quick reminder: the Budget Analysis deadline is next Friday. Please submit your work.,ham
FREE iPhone 16! You are the 5223th visitor. Claim your prize now.,spam
Your package has been shipped. Expected delivery: Monday. Track at claim-prize.co,ham
ALERT: Unusual login detected. Click secure-login.xyz to secure your account NOW.,spam
FINAL NOTICE: You owe $10000. Pay now to avoid legal action.,spam
Quick reminder: the Marketing Campaign deadline is next Thursday. Please submit your work.,ham
FREE iPhone 13 Max! You are the 2489th visitor. Claim your prize now.,spam
Can you send me the latest version of the presentation? Thanks.,ham
The Q4 Review is on track. We completed 34% of the milestones this week.,ham
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
Make $25000 from home every day! No experience needed. 100% guaranteed.,spam
Can you send me the latest version of the spreadsheet? Thanks.,ham
WORK FROM HOME AND EARN $500/WEEK. NO SKILLS NEEDED. START TODAY!,spam
I've shared the Budget Analysis presentation with you on Google Drive.,ham
Meeting notes from Tuesday: Website Redesign discussed. Next steps assigned to David.,ham
"Happy birthday, Emma! Hope you have a wonderful day.",ham
I've shared the Budget Analysis presentation with you on Google Drive.,ham
Lose 45 lbs in 21 days! Miracle pill doctors don't want you to know.,spam
Lose 42 lbs in 30 days! Miracle pill doctors don't want you to know.,spam
I've shared the Q4 Review presentation with you on Google Drive.,ham
Can you send me the latest version of the spreadsheet? Thanks.,ham
Congratulations! You qualify for a $10000 government grant. Apply now.,spam
Meeting notes from Thursday: Q4 Review discussed. Next steps assigned to Emma.,ham
"Hi John, your order #1111 has been processed successfully.",ham
"Hi John, just wanted to follow up on our meeting scheduled for Thursday.",ham
Just a heads up that I'll be out of office from Friday to Friday.,ham
"Hi, I'm reaching out regarding the Designer position at our company.",ham
The quarterly results are in. Please check the attached contract for details.,ham
The quarterly results are in. Please check the attached proposal for details.,ham
Please find attached the report for Marketing Campaign. Let me know your thoughts.,ham
"Dear winner, your email has won the UK National lottery. Send details to claim.",spam
"Hi, I'm reaching out regarding the Software Engineer position at our company.",ham
Exclusive deal for you: iPhone at $50000. Order before midnight!,spam
Your computer has 7659 viruses! Download our free scanner immediately.,spam
"Happy birthday, John! Hope you have a wonderful day.",ham
The monthly newsletter is ready. Read about updates to gift card and more.,ham
The quarterly results are in. Please check the attached contract for details.,ham
"Hi John, can we reschedule our call to Thursday at 10:30 AM?",ham
Exclusive deal for you: gift card at $500. Order before midnight!,spam
Exclusive deal for you: laptop at $10000. Order before midnight!,spam
"Hi Sarah, your order #9635 has been processed successfully.",ham
Congratulations! You've won a $500 prize. Click here to claim now!,spam
I've shared the Q4 Review presentation with you on Google Drive.,ham
Congratulations! You qualify for a $10000 government grant. Apply now.,spam
Meet Emma who makes $1000/day trading crypto. Learn his secret!,spam
Increase your income by $10000 monthly with our proven system.,spam
URGENT: YOUR ACCOUNT WILL BE SUSPENDED. VERIFY IMMEDIATELY AT CLAIM-PRIZE.CO,spam
FREE OFFER! GET CAR ABSOLUTELY FREE. LIMITED TIME OFFER. ACT NOW!,spam
FREE iPhone 13 Max! You are the 7050th visitor. Claim your prize now.,spam
Could you please review the contract before our Wednesday meeting?,ham
"Happy birthday, Lisa! Hope you have a wonderful day.",ham
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
EXCLUSIVE DEAL FOR YOU: CAR AT $5000. ORDER BEFORE MIDNIGHT!,spam
FINAL NOTICE: You owe $5000. Pay now to avoid legal action.,spam
Could you please review the presentation before our Thursday meeting?,ham
Your PayPal account is limited. Confirm your identity at secure-login.xyz immediately.,spam
Work from home and earn $25000/week. No skills needed. Start today!,spam
"Dear winner, your email has won the UK National lottery. Send details to claim.",spam
Can you send me the latest version of the presentation? Thanks.,ham
YOU HAVE BEEN SELECTED FOR A SPECIAL CITI REWARD. CLAIM YOUR $50000 TODAY.,spam
"Hi Emma, can we reschedule our call to Tuesday at 10:30 AM?",ham
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
The team lunch is on Tuesday at 9:00 AM. Hope to see everyone there!,ham
FREE OFFER! GET IPHONE ABSOLUTELY FREE. LIMITED TIME OFFER. ACT NOW!,spam
"Hi John, just wanted to follow up on our meeting scheduled for Tuesday.",ham
Congratulations! You qualify for a $50000 government grant. Apply now.,spam
"Hi Michael, can we reschedule our call to Wednesday at 9:00 AM?",ham
YOUR COMPUTER HAS 9315 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
Meeting notes from Tuesday: Website Redesign discussed. Next steps assigned to Sarah.,ham
Investment opportunity: 384% returns guaranteed. Join 500 investors.,spam
"Hi Lisa, just wanted to follow up on our meeting scheduled for Tuesday.",ham
EXCLUSIVE DEAL FOR YOU: GIFT CARD AT $5000. ORDER BEFORE MIDNIGHT!,spam
FINAL NOTICE: You owe $25000. Pay now to avoid legal action.,spam
"Hi Lisa, can we reschedule our call to Thursday at 2:00 PM?",ham
Meet Michael who makes $25000/day trading crypto. Learn his secret!,spam
Your package has been shipped. Expected delivery: Monday. Track at verify-now.net,ham
Just a heads up that I'll be out of office from Wednesday to Wednesday.,ham
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
"Hi Sarah, can we reschedule our call to Monday at 10:30 AM?",ham
Can you send me the latest version of the spreadsheet? Thanks.,ham
"Hi Michael, just wanted to follow up on our meeting scheduled for Monday.",ham
YOUR COMPUTER HAS 2167 VIRUSES! DOWNLOAD OUR FREE SCANNER IMMEDIATELY.,spam
FINAL NOTICE: You owe $5000. Pay now to avoid legal action.,spam
"Happy birthday, John! Hope you have a wonderful day.",ham
FINAL NOTICE: You owe $25000. Pay now to avoid legal action.,spam
"Hi Michael, can we reschedule our call to Monday at 3:30 PM?",ham
URGENT: YOUR ACCOUNT WILL BE SUSPENDED. VERIFY IMMEDIATELY AT SECURE-LOGIN.XYZ,spam
I've shared the Q4 Review presentation with you on Google Drive.,ham
Lose 30 lbs in 30 days! Miracle pill doctors don't want you to know.,spam
Your appointment is confirmed for Thursday at 3:30 PM with Dr. Michael.,ham
You have been selected for a special Chase reward. Claim your $500 today.,spam
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
Your computer has 6545 viruses! Download our free scanner immediately.,spam
"Hi, I'm reaching out regarding the Designer position at our company.",ham
Your PayPal account is limited. Confirm your identity at verify-now.net immediately.,spam
URGENT: Your account will be suspended. Verify immediately at claim-prize.co,spam
The Q4 Review is on track. We completed 49% of the milestones this week.,ham
Work from home and earn $25000/week. No skills needed. Start today!,spam
Reminder: Your subscription renews on Monday. No action needed if you wish to continue.,ham
"Hi Lisa, your order #737 has been processed successfully.",ham
Meeting notes from Thursday: Website Redesign discussed. Next steps assigned to John.,ham
Lose 33 lbs in 30 days! Miracle pill doctors don't want you to know.,spam
Reminder: Your subscription renews on Friday. No action needed if you wish to continue.,ham
"Happy birthday, David! Hope you have a wonderful day.",ham
Can you send me the latest version of the proposal? Thanks.,ham
Congratulations! You qualify for a $10000 government grant. Apply now.,spam
I've shared the Marketing Campaign presentation with you on Google Drive.,ham
Reminder: Your subscription renews on Wednesday. No action needed if you wish to continue.,ham
Work from home and earn $25000/week. No skills needed. Start today!,spam
I've shared the Marketing Campaign presentation with you on Google Drive.,ham
CONGRATULATIONS! YOU'VE WON A $10000 PRIZE. CLICK HERE TO CLAIM NOW!,spam
"Happy birthday, Lisa! Hope you have a wonderful day.",ham
I've shared the Website Redesign presentation with you on Google Drive.,ham
"Dear winner, your email has won the UK National lottery. Send details to claim.",spam
FREE OFFER! GET LAPTOP ABSOLUTELY FREE. LIMITED TIME OFFER. ACT NOW!,spam
FINAL NOTICE: You owe $500. Pay now to avoid legal action.,spam
Increase your income by $25000 monthly with our proven system.,spam
"Hi Emma, your order #8927 has been processed successfully.",ham
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
The Marketing Campaign is on track. We completed 98% of the milestones this week.,ham
Meet Emma who makes $5000/day trading crypto. Learn his secret!,spam
Please find attached the report for Q4 Review. Let me know your thoughts.,ham
ALERT: Unusual login detected. Click verify-now.net to secure your account NOW.,spam
The team lunch is on Tuesday at 2:00 PM. Hope to see everyone there!,ham
Your appointment is confirmed for Friday at 10:30 AM with Dr. Lisa.,ham
Increase your income by $1000 monthly with our proven system.,spam
URGENT: Your account will be suspended. Verify immediately at secure-login.xyz,spam
Investment opportunity: 211% returns guaranteed. Join 25000 investors.,spam
FREE offer! Get vacation package absolutely free. Limited time offer. Act now!,spam
Your package has been shipped. Expected delivery: Friday. Track at claim-prize.co,ham
The monthly newsletter is ready. Read about updates to car and more.,ham
"Hi Michael, your order #5114 has been processed successfully.",ham
"Hi Sarah, your order #1341 has been processed successfully.",ham
The quarterly results are in. Please check the attached contract for details.,ham
